Wall time,Step,Value
1713902300.5526552,5120,0.0
1713902338.2405522,40960,0.0
1713902351.963156,53760,0.0
1713902368.0596786,69120,0.0
1713902370.6346028,71680,0.0
1713902373.14453,74240,1.0
1713902378.527371,79360,1.0
1713902381.0962956,81920,1.0
1713902383.6042223,84480,0.0
1713902386.1581469,87040,0.0
1713902388.7250729,89600,0.0
1713902391.2859974,92160,0.0
1713902393.8009238,94720,0.0
1713902396.4458458,97280,0.0
1713902399.0957708,99840,0.0
1713902401.9016857,102400,0.0
1713902404.6946044,104960,0.0
1713902407.56452,107520,0.0
1713902410.128445,110080,0.0
1713902412.7623675,112640,0.0
1713902415.513287,115200,1.0
1713902418.2172077,117760,1.0
1713902420.8821301,120320,0.0
1713902423.4040563,122880,0.0
1713902426.0159802,125440,0.0
1713902428.5399055,128000,0.0
1713902431.14383,130560,0.0
1713902436.4836736,135680,0.0
1713902439.084597,138240,1.0
1713902441.728519,140800,0.0
1713902444.336444,143360,1.0
1713902446.961366,145920,0.0
1713902449.5462897,148480,0.0
1713902452.2222126,151040,1.0
1713902454.7991369,153600,0.0
1713902457.41906,156160,0.0
1713902459.9789844,158720,0.0
1713902462.662906,161280,0.0
1713902465.4898224,163840,0.0
1713902470.738669,168960,0.0
1713902473.3115935,171520,0.0
1713902475.9675171,174080,1.0
1713902478.6184392,176640,0.0
1713902481.2113624,179200,0.0
1713902483.8242853,181760,0.0
1713902486.4672081,184320,0.0
1713902489.090132,186880,0.0
1713902491.6930552,189440,0.0
1713902494.346977,192000,0.0
1713902497.1268957,194560,0.0
1713902499.7568188,197120,1.0
1713902502.3917415,199680,0.0
1713902505.007665,202240,1.0
1713902507.5905893,204800,0.0
1713902510.2375114,207360,0.0
1713902512.820436,209920,1.0
1713902515.4313595,212480,0.0
1713902518.071283,215040,1.0
1713902520.6332078,217600,0.0
1713902523.2601314,220160,1.0
1713902526.2130444,222720,0.0
1713902528.8349671,225280,1.0
1713902531.4238913,227840,0.0
1713902534.0698135,230400,1.0
1713902536.7497344,232960,0.0
1713902539.3386588,235520,0.0
1713902541.9655821,238080,1.0
1713902547.1644297,243200,0.0
1713902549.7433538,245760,0.0
1713902552.3542776,248320,1.0
1713902555.119197,250880,1.0
1713902557.7461197,253440,0.0
1713902560.3570435,256000,1.0
1713902562.9329686,258560,0.0
1713902565.534891,261120,0.0
1713902568.1598144,263680,1.0
1713902570.7447386,266240,0.0
1713902573.3076634,268800,1.0
1713902575.912588,271360,0.0
1713902578.4665146,273920,0.0
1713902581.0844364,276480,1.0
1713902583.6503608,279040,0.0
1713902586.4862773,281600,0.0
1713902589.0762024,284160,1.0
1713902591.6681256,286720,0.0
1713902594.2330506,289280,2.0
1713902596.9589725,291840,1.0
1713902599.4788973,294400,0.0
1713902602.0388227,296960,0.0
1713902604.6037467,299520,0.0
1713902607.7176573,302080,1.0
1713902610.3325799,304640,1.0
1713902612.9315028,307200,0.0
1713902615.7674193,309760,1.0
1713902618.3013473,312320,0.0
1713902620.86527,314880,0.0
1713902623.4901948,317440,1.0
1713902626.033119,320000,0.0
1713902628.5850444,322560,0.0
1713902631.1419692,325120,0.0
1713902633.7188945,327680,0.0
1713902636.2948203,330240,0.0
1713902638.8337436,332800,0.0
1713902641.4526665,335360,0.0
1713902643.9975936,337920,0.0
1713902646.7865107,340480,0.0
1713902649.3544364,343040,0.0
1713902651.98336,345600,0.0
1713902654.587282,348160,1.0
1713902657.2932026,350720,0.0
1713902659.8801272,353280,0.0
1713902662.5040503,355840,0.0
1713902665.0559762,358400,0.0
1713902667.7038972,360960,0.0
1713902670.2468233,363520,0.0
1713902672.8327477,366080,1.0
1713902675.590667,368640,0.0
1713902678.2475898,371200,1.0
1713902680.8095143,373760,0.0
1713902683.5604331,376320,0.0
1713902686.181356,378880,0.0
1713902688.81728,381440,1.0
1713902691.4062035,384000,0.0
1713902694.0351295,386560,0.0
1713902699.1449773,391680,0.0
1713902701.6689026,394240,0.0
1713902704.3018274,396800,1.0
1713902709.6366692,401920,1.0
1713902712.2135935,404480,1.0
1713902714.864516,407040,1.0
1713902717.50144,409600,0.0
1713902720.1293626,412160,0.0
1713902722.6802886,414720,1.0
1713902725.2522116,417280,1.0
1713902727.8011377,419840,0.0
1713902730.4090607,422400,0.0
1713902732.9669857,424960,0.0
1713902735.7609034,427520,0.0
1713902738.3588278,430080,0.0
1713902740.973751,432640,0.0
1713902743.5526764,435200,0.0
1713902748.777522,440320,0.0
1713902751.3614469,442880,2.0
1713902753.9543705,445440,0.0
1713902756.6152923,448000,0.0
1713902761.8181403,453120,0.0
1713902764.5100617,455680,1.0
1713902767.3089795,458240,1.0
1713902769.9419026,460800,0.0
1713902772.5358262,463360,0.0
1713902775.2227476,465920,0.0
1713902777.8666708,468480,0.0
1713902780.5685909,471040,1.0
1713902783.1795144,473600,2.0
1713902785.780439,476160,0.0
1713902788.3483632,478720,0.0
1713902790.9762862,481280,0.0
1713902793.535211,483840,2.0
1713902796.332129,486400,0.0
1713902798.933053,488960,0.0
1713902801.5369763,491520,0.0
1713902804.1339006,494080,0.0
1713902809.3647468,499200,0.0
1713902812.0966678,501760,0.0
1713902814.6745958,504320,0.0
1713902817.3125143,506880,1.0
1713902819.892439,509440,0.0
1713902822.5053632,512000,0.0
1713902825.3782778,514560,0.0
1713902827.9782023,517120,0.0
1713902830.6451235,519680,1.0
1713902833.3100462,522240,0.0
1713902836.0039666,524800,0.0
1713902838.7868853,527360,0.0
1713902841.3568108,529920,0.0
1713902843.9707336,532480,0.0
1713902846.636655,535040,0.0
1713902849.293579,537600,0.0
1713902851.9195004,540160,1.0
1713902854.5544236,542720,0.0
1713902857.3443413,545280,0.0
1713902859.950265,547840,0.0
1713902862.6091874,550400,0.0
1713902867.8350353,555520,0.0
1713902870.4819562,558080,0.0
1713902880.9316504,568320,0.0
1713902883.5475736,570880,0.0
1713902886.4274893,573440,0.0
1713902889.041413,576000,0.0
1713902891.6193368,578560,3.0
1713902894.318259,581120,2.0
1713902899.6361034,586240,0.0
1713902902.2050269,588800,1.0
1713902904.83895,591360,1.0
1713902907.4128745,593920,1.0
1713902910.0377986,596480,0.0
1713902915.49164,601600,0.0
1713902918.0695853,604160,0.0
1713902920.7595298,606720,2.0
1713902925.943421,611840,0.0
1713902928.5963671,614400,0.0
1713902931.1943119,616960,1.0
1713902933.8072565,619520,0.0
1713902936.454201,622080,1.0
1713902939.0511482,624640,0.0
1713902941.8250885,627200,0.0
1713902944.499033,629760,1.0
1713902947.2229764,632320,0.0
1713902949.852921,634880,0.0
1713902955.3668058,640000,0.0
1713902957.9457524,642560,0.0
1713902960.5666971,645120,0.0
1713902963.1306436,647680,1.0
1713902965.7235906,650240,0.0
1713902968.2405384,652800,1.0
1713902970.9064815,655360,0.0
1713902973.459431,657920,0.0
1713902976.3013682,660480,0.0
1713902978.9273143,663040,0.0
1713902981.576258,665600,0.0
1713902986.8131487,670720,1.0
1713902989.3740952,673280,1.0
1713902992.0140402,675840,0.0
1713902994.654985,678400,0.0
1713902997.237931,680960,0.0
1713902999.8278763,683520,0.0
1713903002.447822,686080,0.0
1713903005.102767,688640,0.0
1713903007.865709,691200,0.0
1713903010.444656,693760,0.0
1713903013.0835996,696320,3.0
1713903015.7645435,698880,0.0
1713903018.4604897,701440,0.0
1713903021.1094317,704000,0.0
1713903023.6353798,706560,0.0
1713903026.2353246,709120,0.0
1713903028.7662728,711680,0.0
1713903031.420217,714240,0.0
1713903033.982163,716800,0.0
1713903036.827104,719360,1.0
1713903039.4530497,721920,0.0
1713903042.066994,724480,0.0
1713903044.6149404,727040,0.0
1713903047.294885,729600,1.0
1713903049.8638308,732160,0.0
1713903052.4787762,734720,0.0
1713903055.0337229,737280,0.0
1713903057.704669,739840,0.0
1713903060.2596133,742400,0.0
1713903065.639501,747520,0.0
1713903068.3484466,750080,1.0
1713903070.9473903,752640,2.0
1713903076.358277,757760,0.0
1713903079.0722206,760320,1.0
1713903081.7161653,762880,1.0
1713903084.3011107,765440,0.0
1713903086.903057,768000,0.0
1713903089.4650033,770560,0.0
1713903092.1189487,773120,0.0
