Wall time,Step,Value
1713895981.3401384,5120,0.0
1713895983.837138,7680,0.0
1713896014.874138,38400,0.0
1713896017.4001398,40960,0.0
1713896022.3641386,46080,0.0
1713896024.8651388,48640,0.0
1713896032.2761393,56320,0.0
1713896037.2551382,61440,0.0
1713896050.046138,74240,0.0
1713896052.494138,76800,0.0
1713896057.5111387,81920,1.0
1713896059.9731386,84480,0.0
1713896062.4741395,87040,0.0
1713896064.9751382,89600,1.0
1713896067.4721384,92160,1.0
1713896070.2551384,94720,0.0
1713896072.749138,97280,0.0
1713896075.3611383,99840,1.0
1713896077.8881385,102400,0.0
1713896080.3661387,104960,0.0
1713896082.9051383,107520,1.0
1713896085.3671386,110080,1.0
1713896087.868138,112640,0.0
1713896090.4151382,115200,0.0
1713896092.9201412,117760,0.0
1713896095.41514,120320,0.0
1713896097.9371402,122880,0.0
1713896101.678139,125440,0.0
1713896104.288139,128000,1.0
1713896107.195139,130560,1.0
1713896109.8631392,133120,1.0
1713896112.872139,135680,0.0
1713896116.0521388,138240,1.0
1713896119.070139,140800,2.0
1713896122.193142,143360,0.0
1713896125.2351396,145920,1.0
1713896128.252138,148480,1.0
1713896131.2191384,151040,1.0
1713896133.6181388,153600,0.0
1713896136.0391383,156160,1.0
1713896138.430138,158720,0.0
1713896140.8371384,161280,1.0
1713896143.2181382,163840,0.0
1713896145.5551395,166400,0.0
1713896147.9431386,168960,0.0
1713896150.3581386,171520,0.0
1713896152.7181382,174080,1.0
1713896155.0571396,176640,0.0
1713896157.3811388,179200,1.0
1713896160.1231387,181760,0.0
1713896162.5031383,184320,0.0
1713896164.887138,186880,0.0
1713896167.2931383,189440,1.0
1713896169.7131386,192000,1.0
1713896172.0831382,194560,0.0
1713896174.4651394,197120,0.0
1713896176.8591383,199680,1.0
1713896179.2921383,202240,1.0
1713896181.6781383,204800,1.0
1713896184.1491382,207360,0.0
1713896186.491139,209920,0.0
1713896189.2251422,212480,10.0
1713896191.7921383,215040,0.0
1713896194.1671383,217600,0.0
1713896196.5591388,220160,0.0
1713896198.9701383,222720,1.0
1713896201.3011386,225280,1.0
1713896203.6551387,227840,0.0
1713896206.0871387,230400,1.0
1713896208.4631383,232960,0.0
1713896210.8971386,235520,0.0
1713896213.257139,238080,1.0
1713896215.6671407,240640,0.0
1713896218.0771382,243200,1.0
1713896220.9871383,245760,0.0
1713896223.3801382,248320,0.0
1713896225.9481394,250880,0.0
1713896228.2871387,253440,1.0
1713896230.7381387,256000,0.0
1713896233.1191382,258560,0.0
1713896235.6221383,261120,0.0
1713896238.049138,263680,0.0
1713896240.4731386,266240,0.0
1713896242.8381379,268800,1.0
1713896245.341138,271360,0.0
1713896247.703138,273920,0.0
1713896250.4531384,276480,0.0
1713896252.8091378,279040,0.0
1713896255.373138,281600,1.0
1713896257.7581394,284160,0.0
1713896260.1981387,286720,0.0
1713896262.6191382,289280,0.0
1713896265.015138,291840,0.0
1713896267.4151382,294400,0.0
1713896269.8211386,296960,0.0
1713896272.4771385,299520,0.0
1713896275.015139,302080,0.0
1713896277.592139,304640,0.0
1713896280.4811382,307200,0.0
1713896283.0271397,309760,1.0
1713896285.5521386,312320,0.0
1713896288.186138,314880,1.0
1713896290.6801395,317440,1.0
1713896293.2051384,320000,1.0
1713896295.7081382,322560,0.0
1713896298.2561386,325120,1.0
1713896300.7621381,327680,0.0
1713896303.2831383,330240,0.0
1713896305.8151393,332800,1.0
1713896308.344138,335360,0.0
1713896311.1081386,337920,0.0
1713896313.6731405,340480,0.0
1713896316.2871406,343040,0.0
1713896318.7941382,345600,1.0
1713896321.3171382,348160,0.0
1713896323.9171393,350720,0.0
1713896326.4261384,353280,0.0
1713896328.9881382,355840,0.0
1713896331.5841403,358400,0.0
1713896334.0991397,360960,0.0
1713896336.6101382,363520,0.0
1713896339.3081398,366080,1.0
1713896342.010138,368640,1.0
1713896344.509138,371200,0.0
1713896347.0291388,373760,1.0
1713896349.7001383,376320,0.0
1713896352.2271383,378880,0.0
1713896354.7231383,381440,0.0
1713896357.3301387,384000,0.0
1713896359.850139,386560,0.0
1713896362.3301382,389120,0.0
1713896364.9061394,391680,1.0
1713896367.3851383,394240,0.0
1713896370.2491395,396800,2.0
1713896372.7821393,399360,1.0
1713896375.3601406,401920,1.0
1713896377.958139,404480,1.0
1713896380.4681385,407040,0.0
1713896383.0421386,409600,0.0
