Wall time,Step,Value
1713898502.1475132,5120,0.0
1713898536.9915135,40960,0.0
1713898539.515512,43520,0.0
1713898541.960513,46080,0.0
1713898579.9095128,81920,2.0
1713898582.5105128,84480,0.0
1713898585.0775118,87040,0.0
1713898619.9555125,120320,0.0
1713898622.8975124,122880,0.0
1713898625.5215127,125440,0.0
1713898627.9675133,128000,0.0
1713898661.0855122,161280,0.0
1713898663.5615122,163840,0.0
1713898666.074513,166400,0.0
1713898668.5295138,168960,0.0
1713898701.910512,202240,0.0
1713898704.360512,204800,0.0
1713898709.4625118,209920,0.0
1713898740.0475118,240640,0.0
1713898742.9755127,243200,0.0
1713898745.4325125,245760,0.0
1713898750.4745133,250880,0.0
1713898781.007513,281600,0.0
1713898783.6125126,284160,0.0
1713898786.145512,286720,0.0
1713898788.626512,289280,0.0
1713898821.809512,322560,0.0
1713898824.3715146,325120,0.0
1713898826.864512,327680,0.0
1713898829.332513,330240,0.0
1713898862.985513,363520,0.0
1713898865.4945128,366080,0.0
1713898868.016512,368640,0.0
1713898870.5495124,371200,0.0
1713898903.6135123,404480,0.0
1713898906.080512,407040,0.0
1713898908.599513,409600,0.0
1713898911.099512,412160,1.0
1713898941.758512,442880,0.0
1713898944.4175122,445440,0.0
1713898949.372512,450560,0.0
1713898952.3465118,453120,0.0
1713898982.9835122,483840,0.0
1713898985.468512,486400,0.0
1713898987.943512,488960,0.0
1713898990.564513,491520,0.0
1713898993.0935144,494080,0.0
1713899023.7785141,524800,0.0
1713899026.254512,527360,0.0
1713899028.7605126,529920,0.0
1713899031.2575135,532480,0.0
1713899061.9595118,563200,0.0
1713899064.4935122,565760,0.0
1713899069.5445123,570880,0.0
1713899072.465512,573440,0.0
1713899103.0625122,604160,0.0
1713899105.5635133,606720,0.0
1713899110.5895133,611840,0.0
1713899113.1155124,614400,0.0
1713899143.7935119,645120,0.0
1713899146.300512,647680,0.0
1713899148.813512,650240,0.0
1713899151.2765126,652800,0.0
1713899153.9505122,655360,0.0
1713899181.996512,683520,0.0
1713899184.6255126,686080,0.0
1713899189.599512,691200,0.0
1713899192.5525122,693760,0.0
1713899195.0135124,696320,0.0
1713899223.2855117,724480,0.0
1713899225.810512,727040,0.0
1713899230.8285122,732160,0.0
1713899233.4395123,734720,0.0
1713899235.921512,737280,0.0
1713899264.189514,765440,0.0
1713899266.7055128,768000,0.0
1713899271.708512,773120,0.0
1713899274.294514,775680,0.0
1713899276.9175124,778240,0.0
1713899305.5255122,806400,0.0
1713899307.993512,808960,0.0
1713899310.551512,811520,0.0
1713899313.3565118,814080,0.0
1713899318.360513,819200,0.0
1713899346.8055131,847360,0.0
1713899349.3345122,849920,0.0
1713899351.9265125,852480,0.0
1713899354.3865116,855040,0.0
1713899356.944512,857600,0.0
1713899359.4015121,860160,0.0
1713899385.1275122,885760,0.0
1713899387.7365124,888320,0.0
1713899392.674512,893440,0.0
1713899395.256512,896000,0.0
1713899397.8055124,898560,0.0
1713899400.3015137,901120,0.0
1713899425.8985128,926720,0.0
1713899428.4355133,929280,0.0
1713899433.7725122,934400,0.0
1713899436.258515,936960,0.0
1713899438.836512,939520,0.0
1713899467.0175118,967680,0.0
1713899469.560512,970240,0.0
1713899472.1075122,972800,0.0
1713899474.5895123,975360,0.0
1713899479.5795128,980480,0.0
1713899507.869512,1008640,0.0
1713899510.4125135,1011200,0.0
1713899512.9035122,1013760,0.0
1713899515.4745147,1016320,0.0
1713899520.4595122,1021440,0.0
1713899548.7195134,1049600,0.0
1713899554.1305125,1054720,0.0
1713899556.6435137,1057280,0.0
1713899559.1045117,1059840,0.0
1713899561.7245123,1062400,0.0
1713899587.6645122,1088000,0.0
1713899590.353512,1090560,0.0
1713899595.4785123,1095680,0.0
1713899598.0085118,1098240,0.0
1713899600.4835124,1100800,0.0
1713899628.4925127,1128960,0.0
1713899631.0455122,1131520,0.0
1713899633.548512,1134080,0.0
1713899636.001512,1136640,0.0
1713899638.4895122,1139200,0.0
1713899641.0395122,1141760,0.0
1713899670.002518,1169920,0.0
1713899672.903512,1172480,0.0
1713899677.8505118,1177600,0.0
1713899682.9455118,1182720,0.0
1713899711.073512,1210880,0.0
1713899713.5645123,1213440,0.0
1713899718.578513,1218560,0.0
1713899723.5285125,1223680,0.0
1713899753.6915123,1251840,0.0
1713899762.6565118,1259520,0.0
1713899765.177512,1262080,0.0
1713899795.710513,1292800,0.0
1713899803.369512,1300480,0.0
1713899805.877512,1303040,0.0
1713899834.1415126,1331200,0.0
1713899836.6255121,1333760,0.0
1713899841.6325126,1338880,0.0
1713899844.125477,1341440,0.0
1713899846.5983312,1344000,0.0
1713899874.699727,1372160,0.0
1713899883.010251,1379840,0.0
1713899885.5241096,1382400,0.0
1713899916.4163435,1413120,0.0
1713899923.9439135,1420800,0.0
1713899926.4287717,1423360,0.0
1713899936.2592106,1433600,0.0
1713899954.147189,1451520,1.0
1713899964.3786051,1461760,0.0
1713899966.8274653,1464320,0.0
1713899975.218987,1472000,0.0
1713899982.9915423,1479680,0.0
1713899995.3288374,1492480,0.0
1713899997.7696989,1495040,0.0
1713900000.3775494,1497600,0.0
1713900003.3003824,1500160,0.0
1713900005.759242,1502720,0.0
