Wall time,Step,Value
1713928234.2531946,5120,0.0
1713928270.3601935,40960,0.0
1713928275.4371927,46080,0.0
1713928311.894193,81920,0.0
1713928314.4171927,84480,0.0
1713928317.2701938,87040,0.0
1713928324.9201925,94720,0.0
1713928327.479193,97280,0.0
1713928332.4801934,102400,0.0
1713928352.8991926,122880,0.0
1713928355.8001933,125440,0.0
1713928360.7751935,130560,0.0
1713928363.252193,133120,0.0
1713928368.2041929,138240,0.0
1713928378.4571927,148480,2.0
1713928388.6521943,158720,0.0
1713928393.6471925,163840,0.0
1713928396.1351933,166400,0.0
1713928401.1121943,171520,0.0
1713928411.376193,181760,0.0
1713928413.926193,184320,1.0
1713928419.2831926,189440,0.0
1713928421.8361926,192000,0.0
1713928426.7871933,197120,0.0
1713928429.2571943,199680,0.0
1713928434.2571933,204800,0.0
1713928437.561195,207360,0.0
1713928443.270193,212480,0.0
1713928445.9161937,215040,1.0
1713928448.5391934,217600,0.0
1713928450.9801927,220160,1.0
1713928453.540193,222720,0.0
1713928456.0931933,225280,1.0
1713928461.1111937,230400,0.0
1713928463.6921926,232960,2.0
1713928466.527194,235520,0.0
1713928469.1561925,238080,0.0
1713928471.6331923,240640,1.0
1713928476.7561944,245760,1.0
1713928479.300193,248320,0.0
1713928481.891193,250880,1.0
1713928484.429193,253440,1.0
1713928486.9201927,256000,2.0
1713928489.5231938,258560,0.0
1713928492.0521927,261120,0.0
1713928494.6361926,263680,0.0
1713928497.6481934,266240,0.0
1713928500.1741927,268800,1.0
1713928502.711193,271360,0.0
1713928505.301194,273920,1.0
1713928507.835193,276480,1.0
1713928510.307193,279040,1.0
1713928512.8281925,281600,3.0
1713928515.3791926,284160,0.0
1713928517.8741927,286720,0.0
1713928520.386193,289280,0.0
1713928522.894194,291840,0.0
1713928525.4481945,294400,0.0
1713928528.2461927,296960,2.0
1713928530.774193,299520,1.0
1713928533.371193,302080,1.0
1713928535.9221926,304640,2.0
1713928538.4341938,307200,1.0
1713928541.0101938,309760,0.0
1713928543.5131934,312320,0.0
1713928546.0421941,314880,0.0
1713928551.2391946,320000,0.0
1713928553.7481925,322560,2.0
1713928556.7061956,325120,0.0
1713928559.3051927,327680,1.0
1713928561.8961926,330240,0.0
1713928564.5371928,332800,0.0
1713928567.1761932,335360,1.0
1713928569.6891935,337920,0.0
1713928572.2291973,340480,0.0
1713928574.7411928,343040,0.0
1713928577.286193,345600,0.0
1713928579.7631938,348160,0.0
1713928585.1901944,353280,0.0
1713928588.0001934,355840,0.0
1713928590.7211945,358400,1.0
1713928593.2301934,360960,0.0
1713928595.7621927,363520,0.0
1713928598.2891934,366080,0.0
1713928600.8901927,368640,0.0
1713928603.5301929,371200,0.0
1713928606.0981927,373760,1.0
1713928608.8171933,376320,0.0
1713928611.4641933,378880,0.0
1713928613.975193,381440,0.0
1713928617.023193,384000,0.0
1713928619.5261927,386560,1.0
1713928622.0691931,389120,1.0
1713928624.6061928,391680,1.0
1713928627.2811928,394240,0.0
1713928629.8131933,396800,0.0
1713928632.338193,399360,0.0
1713928634.9421926,401920,0.0
1713928637.4541926,404480,0.0
1713928640.0071936,407040,0.0
1713928642.5891936,409600,1.0
1713928645.1431944,412160,0.0
1713928648.1221929,414720,1.0
1713928650.6411932,417280,0.0
1713928653.2321928,419840,1.0
1713928655.803194,422400,2.0
1713928658.3631926,424960,0.0
1713928660.924193,427520,0.0
